Class,Text
ham,sorry i cant take your call right now  it so happens that there r 2waxsto do wat you want  she can come and ill get her medical insurance  and she ll be able to deliver and have basic care  i m currently shopping for the right medical insurance for her  so just give me til friday morning  thats when i ll see the major person that can guide me to the right insurance 
ham,can you let me know details of fri when u find out cos i m not in tom or fri  mentionned chinese  thanks
ham,customer place i will call you
ham,not yet had  ya sapna aunty manege y day hogidhe  chinnu full weak and swalpa black agidhane  
spam,sms auction   a brand new nokia 7250 is up 4 auction today  auction is free 2 join   take part  txt nokia to 86021 now 
ham,i can t make it tonight
ham,u r the most beautiful girl ive ever seen  u r my baby come and c me in the common room
ham,full heat pa    i have applyed oil pa 
ham,but your brother transfered only   lt   gt       lt   gt    pa 
ham,hmmm    guess we can go 4 kb n power yoga    haha  dunno we can tahan power yoga anot    thk got lo oso  forgot liao   
spam,thanks for your ringtone order  ref number k718  your mobile will be charged å 4 50  should your tone not arrive please call customer services on 09065069120
ham,k actually can you guys meet me at the sunoco on howard  it should be right on the way
ham,tmr timin still da same wat cos i got lesson until 6   
ham,what s up  do you want me to come online 
ham,just nw i came to hme da  
ham,solve d case   a man was found murdered on   lt decimal gt     lt   gt   afternoon  1 his wife called police  2 police questioned everyone  3 wife  sir i was sleeping  when the murder took place  4 cook  i was cooking  5 gardener  i was picking vegetables  6 house maid  i went 2 d post office  7 children  we went 2 play  8 neighbour  we went 2 a marriage  police arrested d murderer immediately  who s it  reply with reason  if u r brilliant 
ham,kent vale lor    ìï wait 4 me there ar 
spam,knock knock txt whose there to 80082 to enter r weekly draw 4 a å 250 gift voucher 4 a store of yr choice  t cs www tkls com age16 to stoptxtstopå 1 50 week
ham,k k  apo k good movie 
ham,haha  just what i was thinkin
ham,that û s the thing with apes  u can fight to the death to keep something  but the minute they have it when u let go  thats it 
ham,k tell me anything about you 
spam,no  1 nokia tone 4 ur mob every week  just txt nok to 87021  1st tone free   so get txtin now and tell ur friends  150p tone  16 reply hl 4info
spam,dear voucher holder have your next meal on us  use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp   www vouch4me com etlp dining asp
ham,ee msg na poortiyagi odalebeku  hanumanji 7 name 1 hanuman 2 bajarangabali 3 maruti 4 pavanaputra 5 sankatmochan 6 ramaduth 7 mahaveer ee 7 name   lt   gt   janarige ivatte kalisidare next saturday olage ondu good news keluviri     maretare inde 1 dodda problum nalli siguviri idu matra   lt   gt    true   don t neglet 
ham,no got new job at bar in airport on satsgettin 4 47per hour but means no lie in  keep in touch
ham,hui xin is in da lib 
ham,hi  wkend ok but journey terrible  wk not good as have huge back log of marking to do
ham,the word  checkmate   in chess comes from the persian phrase   shah maat   which means    the king is dead     goodmorning   have a good day     
ham,what year  and how many miles 
ham,ok lor  i m in town now lei 
spam,for ur chance to win a å 250 wkly shopping spree txt  shop to 80878  t s c s www txt 2 shop com custcare 08715705022  1x150p wk
ham,lol i would but my mom would have a fit and tell the whole family how crazy and terrible i am
ham,hi here  have birth at on the  to  at 8lb 7oz  mother and baby doing brilliantly 
ham,there is os called ubandu which will run without installing in hard disk   you can use that os to copy the important files in system and give it to repair shop  
ham,lol that would be awesome payback 
spam,i don t know u and u don t know me  send chat to 86688 now and let s find each other  only 150p msg rcvd  hg suite342 2lands row w1j6hl ldn  18 years or over 
ham,u know we watchin at lido 
spam,join the uk s horniest dogging service and u can have sex 2nite   just sign up and follow the instructions  txt entry to 69888 now  nyt ec2a 3lp msg 150p
ham,then ur physics get a  
ham,yeah i don t see why not
ham,ok good then i later come find ì_    c lucky i told ì_ to go earlier    later pple take finish ì_ no more again   
ham,hey sexy buns  what of that day  no word from you this morning on ym             i think of you
ham,we don call like   lt   gt   times oh  no give us hypertension oh 
ham,aight  we ll head out in a few
ham,sorry  i ll call later
ham,so do you have samus shoulders yet
ham,i actually did for the first time in a while  i went to bed not too long after i spoke with you  woke up at 7  how was your night 
ham,sorry  i ll call later
ham,yeah there s quite a bit left  i ll swing by tomorrow when i get up
ham,wait i will come out    lt   gt   min  
ham,congrats  that s great  i wanted to tell you not to tell me your score cos it might make me relax  but its motivating me so thanks for sharing
ham,oops my phone died and i didn t even know  yeah i like it better 
ham,k  i ll work something out
ham,oh  as usual vijay film or its different 
ham,you bad girl  i can still remember them
ham, no promises on when though  haven t even gotten dinner yet 
ham,height of confidence  all the aeronautics professors wer calld  amp  they wer askd 2 sit in an aeroplane  aftr they sat they wer told dat the plane ws made by their students  dey all hurried out of d plane   bt only 1 didnt move    he said  if it is made by my students
spam,2 2 146tf150p
ham,wen ur lovable bcums angry wid u  dnt take it seriously   coz being angry is d most childish n true way of showing deep affection  care n luv    kettoda manda    have nice day da 
ham,long time  you remember me today 
spam,dear voucher holder 2 claim your 1st class airport lounge passes when using your holiday voucher call 08704439680  when booking quote 1st class x 2
ham,boo  how s things  i m back at home and a little bored already    
ham,haha figures  well i found the piece and priscilla s bowl
ham,idc get over here  you are not weaseling your way out of this shit twice in a row
ham,thanks for loving me so  you rock
ham,ahhhh   just woken up had a bad dream about u tho so i dont like u right now    i didnt know anything about comedy night but i guess im up for it 
ham,stop the story  i ve told him i ve returned it and he s saying i should not re order it 
ham,sir  good morning  hope you had a good weekend  i called to let you know that i was able to raise   lt   gt   from my dad  he however said he would make the rest available by mid feb  this amount is still quite short and i was hoping you would help  do have a good day  abiola
ham,were trying to find a chinese food place around here
ham,thk shld b can    ya  i wana go 4 lessons    haha  can go for one whole stretch   
ham,hey chief  can you give me a bell when you get this  need to talk to you about this royal visit on the 1st june  
ham,talk with yourself atleast once in a day       otherwise you will miss your best friend in this world        shakespeare  shesil   lt   gt 
spam,for your chance to win a free bluetooth headset then simply reply back with  adp   
ham,i am on the way to ur home
ham,no current and food here  i am alone also
ham,by monday next week  give me the full gist
ham,nope but i ll b going 2 sch on fri quite early lor cos mys sis got paper in da morn    
ham,hi  mobile no    lt   gt   has added you in their contact list on www fullonsms com it s a great place to send free sms to people for more visit fullonsms com
ham,you will be in the place of that man
ham,when i was born  god said   oh no  another idiot    when you were born
ham,hey girl  how r u  hope u r well me an del r bak  again long time no c  give me a call sum time from lucyxx
ham,do u want 2 meet up 2morro
ham,st andre  virgil s cream
ham,gibbs unsold mike hussey
spam,want 2 get laid tonight  want real dogging locations sent direct 2 ur mob  join the uk s largest dogging network bt txting gravel to 69888  nt  ec2a  31p msg 150p
ham,what u talking bout early morning  it s almost noon where your at 
spam,free message  jamster get the crazy frog sound now  for poly text mad1  for real text mad2 to 88888  6 crazy sounds for just 3 gbp week  16 only  t c s apply
ham,y lei 
ham,so your telling me i coulda been your real valentine and i wasn t  u never pick me for nothing  
ham,the fact that you re cleaning shows you know why i m upset  your priority is constantly  what i want to do
ham,i will lick up every drop    are you ready to use your mouth as well 
ham,were gonna go get some tacos
